# Based on  the Swiss vascular plant taxa Checklist 2017 (Juillerat et al. (2017); update 2023-05-03).
ID,Rank,Name,Common name,Genus,Family,Order,Class,Phylum,Species_level_ID,Aggregate_level_ID,COMECO_ID
1008210,2263,Calystegia silvatica (Kit.) Griseb.,Wald-Zaunwinde,Calystegia,Convolvulaceae,Solanales,Magnoliopsida,Tracheophyta,1008210,1008210,1008210
1008220,2263,Camelina alyssum (Mill.) Thell.,Gezähnter Leindotter,Camelina,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008220,1008220,1008220
1008230,2263,Camelina microcarpa DC.,Kleinfrüchtiger Leindotter,Camelina,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008230,1008230,1008230
1008250,2263,Camelina sativa (L.) Crantz,Saat-Leindotter,Camelina,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008250,1008250,1008250
1008251,697,Camelina sativa (L.) Crantz var. sativa,,Camelina,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008250,1008250,1008250
1008255,697,Camelina sativa var. pilosa DC.,,Camelina,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008250,1008250,1008250
1008260,2263,Camellia japonica L.,,Camellia,Theaceae,Ericales,Magnoliopsida,Tracheophyta,1008260,1008260,1008260
1008280,2263,Campanula alliariifolia Willd.,Knoblauchrauken-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008280,1008280,1008280
1008290,2263,Campanula alpestris All.,,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008290,1008290,1008290
1008300,2263,Campanula barbata L.,Bärtige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008300,1008300,1008300
1008310,2263,Campanula bertolae Colla,Bertolas Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008310,1008310,1008310
1008320,2263,Campanula bononiensis L.,Bologneser Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008320,1008320,1008320
1008330,2263,Campanula carnica Mert. & W. D. J. Koch,Leinblättrige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008330,1008330,1008330
1008340,696,Campanula carnica Mert. & W. D. J. Koch subsp. carnica,Gewöhnliche Leinblättrige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008330,1008330,1008330
1008350,696,Campanula carnica subsp. puberula Podlech,Behaarte Leinblättrige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008330,1008330,1008330
1008360,2263,Campanula carpatica Jacq.,Karpatische Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008360,1008360,1008360
1008370,2263,Campanula cenisia L.,Mont Cenis-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008370,1008370,1008370
1008380,2263,Campanula cervicaria L.,Borstige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008380,1008380,1008380
1008385,2263,Campanula cespitosa Scop.,,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008385,1008385,1008385
1008390,2263,Campanula cochleariifolia Lam.,Niedliche Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008390,1008390,1008390
1008400,2263,Campanula elatinoides Moretti,,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008400,1008400,1008400
1008410,2263,Campanula excisa Murith,Ausgeschnittene Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008410,1008410,1008410
1008430,2263,Campanula garganica Ten.,Gargano-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008430,1008430,1008430
1008440,2263,Campanula glomerata L.,Knäuelblütige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008440,1008440,1008440
1008450,696,Campanula glomerata L. subsp. glomerata,Gewöhnliche Knäuel-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008440,1008440,1008440
1008470,696,Campanula glomerata subsp. farinosa (Andrz.) Kirschl.,Mehlige Knäuel-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008440,1008440,1008440
1008490,2263,Campanula latifolia L.,Breitblättrige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008490,1008490,1008490
1008500,2263,Campanula medium L.,Grossblumige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008500,1008500,1008500
1008510,2263,Campanula patula L.,Wiesen-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008510,1008510,1008510
1008520,696,Campanula patula L. subsp. patula,Gewöhnliche Wiesen-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008510,1008510,1008510
1008530,696,Campanula patula subsp. costae (Willk.) Nyman,Costas Wiesen-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008510,1008510,1008510
1008540,696,Campanula patula subsp. jahorinae (K. Malý) Greuter & Burdet,,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008510,1008510,1008510
1008550,2263,Campanula persicifolia L.,Pfirsichblättrige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008550,1008550,1008550
1008560,2263,Campanula portenschlagiana Schult.,Adria-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008560,1008560,1008560
1008570,2263,Campanula poscharskyana Degen,Hängepolster-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008570,1008570,1008570
1008590,2263,Campanula raineri Perp.,,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008590,1008590,1008590
1008600,2263,Campanula ramosissima Sm.,,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008600,1008600,1008600
1008610,2263,Campanula rapunculoides L.,Acker-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008610,1008610,1008610
1008620,2263,Campanula rapunculus L.,Rapunzel-Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008620,1008620,1008620
1008630,2263,Campanula rhomboidalis L.,Rautenblättrige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008630,1008630,1008630
1008640,2263,Campanula rotundifolia L.,Rundblättrige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008640,1008640,1008640
1008650,2263,Campanula scheuchzeri Vill.,Scheuchzers Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008650,1008650,1008650
1008660,2263,Campanula sibirica L.,,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008660,1008660,1008660
1008670,2263,Campanula spicata L.,Ährige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008670,1008670,1008670
1008680,2263,Campanula thyrsoides L.,Straussblütige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008680,1008680,1008680
1008685,696,Campanula thyrsoides L. subsp. thyrsoides,,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008680,1008680,1008680
1008690,2263,Campanula trachelium L.,Nesselblättrige Glockenblume,Campanula,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1008690,1008690,1008690
1008700,2263,Cannabis sativa L.,Hanf,Cannabis,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,1008700,1008700,1008700
1008710,2263,Capparis spinosa L.,Kapernstrauch,Capparis,Capparaceae,Brassicales,Magnoliopsida,Tracheophyta,1008710,1008710,1008710
1008720,2263,Capsella bursa-pastoris (L.) Medik.,Gemeines Hirtentäschel,Capsella,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008720,1008720,1008720
1008730,2263,Capsella grandiflora (Fauché & Chaub.) Boiss.,Grossblütiges Hirtentäschel,Capsella,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008730,1008730,1008730
1008740,2263,Capsella rubella Reut.,Rötliches Hirtentäschel,Capsella,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008740,1008740,1008740
1008760,2263,Capsicum annuum L.,Schotenpfeffer,Capsicum,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,1008760,1008760,1008760
1008770,2263,Caragana arborescens Lam.,,Caragana,,,,,1008770,1008770,1008770
1008780,2263,Cardamine alpina Willd.,Alpen-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008780,1008780,1008780
1008790,2263,Cardamine amara L.,Bitteres Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008790,1008790,1008790
1008800,696,Cardamine amara L. subsp. amara,,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008790,1008790,1008790
1008810,696,Cardamine amara subsp. austriaca Marhold,,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008790,1008790,1008790
1008820,2263,Cardamine asarifolia L.,Haselwurzblättriges Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008820,1008820,1008820
1008830,2263,Cardamine bulbifera (L.) Crantz,Knöllchentragende Zahnwurz,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008830,1008830,1008830
1008835,2263,Cardamine corymbosa Hook. f.,Neuseeländisches Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008835,1008835,1008835
1008840,2263,Cardamine dentata Schult.,Sumpf-Wiesen-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008840,1008970,1008970
1008850,2263,Cardamine enneaphyllos (L.) Crantz,,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008850,1008850,1008850
1008870,2263,Cardamine flexuosa With.,Wald-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008870,1008855,1008870
1008855,2263,Cardamine flexuosa aggr.,Wald-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008855,1008855,1008855
1008880,2263,Cardamine heptaphylla (Vill.) O. E. Schulz,Fiederblättrige Zahnwurz,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008880,1008880,1008880
1008890,2263,Cardamine hirsuta L.,Vielstängeliges Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008890,1008890,1008890
1008900,2263,Cardamine impatiens L.,Spring-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008900,1008900,1008900
1008910,2263,Cardamine kitaibelii Bech.,Kitaibels Zahnwurz,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008910,1008910,1008910
1008920,2263,Cardamine matthioli Moretti,Matthiolis Wiesen-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008920,1008970,1008970
1008930,2263,Cardamine nemorosa Lej.,Hain-Wiesen-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008930,1008970,1008970
1008935,2263,Cardamine occulta Hornem.,Japanisches Reisfeld-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008935,1008855,1008935
1008940,2263,Cardamine parviflora L.,,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008940,1008940,1008940
1008950,2263,Cardamine pentaphyllos (L.) Crantz,Fingerblättrige Zahnwurz,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008950,1008950,1008950
1008960,2263,Cardamine plumieri Vill.,,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008960,1008960,1008960
1008990,2263,Cardamine pratensis L.,Gewöhnliches Wiesen-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008990,1008970,1008970
1008970,2263,Cardamine pratensis aggr.,Wiesen-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1008970,1008970,1008970
1009020,2263,Cardamine resedifolia L.,Resedablättriges Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009020,1009020,1009020
1009030,2263,Cardamine rivularis auct.,Bach-Wiesen-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009030,1008970,1008970
1009050,2263,Cardamine trifolia L.,Dreiblättriges Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009050,1009050,1009050
1009060,2263,Cardamine udicola Jord.,Moor-Wiesen-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009060,1008970,1008970
1009070,2263,Cardamine ×insueta Urbanska-Worytkiewicz,Bastard-Schaumkraut,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009070,1009070,1009070
1009080,2263,Cardaminopsis arenosa (L.) Hayek,Sand-Schaumkresse,Cardaminopsis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009080,1009080,1009080
1009090,696,Cardaminopsis arenosa (L.) Hayek subsp. arenosa,Gewöhnliche Sand-Schaumkresse,Cardaminopsis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009080,1009080,1009080
1009100,696,Cardaminopsis arenosa subsp. borbasii (Zapał.) H. Scholz,Felsen-Sand-Schaumkresse,Cardaminopsis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009080,1009080,1009080
1009110,2263,Cardaminopsis halleri (L.) Hayek,Hallers Schaumkresse,Cardaminopsis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009110,1009110,1009110
1009115,696,Cardaminopsis halleri (L.) Hayek subsp. halleri,,Cardaminopsis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009110,1009110,1009110
1009117,696,Cardaminopsis halleri subsp. occidentalis Šrámková & Marhold,,Cardaminopsis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009110,1009110,1009110
1009120,2263,Cardaria draba (L.) Desv.,Pfeilkresse,Cardaria,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1009120,1009120,1009120
1009130,2263,Carduus acanthoides L.,Weg-Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009130,1009130,1009130
1009140,2263,Carduus crispus L.,Krause Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009140,1009140,1009140
1009150,696,Carduus crispus L. subsp. crispus,Eigentliche Krause Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009140,1009140,1009140
1009160,696,Carduus crispus subsp. multiflorus (Gaudin) Franco,Vielblütige Krause Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009140,1009140,1009140
1009170,2263,Carduus defloratus L.,Berg-Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009170,1009170,1009170
1009180,696,Carduus defloratus L. subsp. defloratus,Gewöhnliche Berg-Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009170,1009170,1009170
1009190,696,Carduus defloratus subsp. crassifolius (Willd.) Hayek,Dickblättrige Berg-Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009170,1009170,1009170
1009200,696,Carduus defloratus subsp. tridentinus (Evers) Murr,Rätische Berg-Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009170,1009170,1009170
1009210,2263,Carduus nutans L.,Nickende Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009210,1009210,1009210
1009220,696,Carduus nutans L. subsp. nutans,Gewöhnliche Nickende Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009210,1009210,1009210
1009230,696,Carduus nutans subsp. platylepis (Rchb. & Saut.) Nyman,Breitschuppige Nickende Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009210,1009210,1009210
1009240,2263,Carduus personata (L.) Jacq.,Kletten-Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009240,1009240,1009240
1009245,696,Carduus personata (L.) Jacq. subsp. personata,,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009240,1009240,1009240
1009250,2263,Carduus pycnocephalus L.,Knäuelköpfige Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009250,1009250,1009250
1009260,2263,Carduus tenuiflorus Curtis,Schmalköpfige Distel,Carduus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1009260,1009260,1009260
1009280,2263,Carex acuta L.,Schlanke Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009280,1009270,1009270
1009270,2263,Carex acuta aggr.,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009270,1009270,1009270
1009290,2263,Carex acutiformis Ehrh.,Scharfkantige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009290,1009290,1009290
1009300,2263,Carex alba Scop.,Weisse Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009300,1009300,1009300
1009310,2263,Carex appropinquata Schumach.,Sonderbare Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009310,1009310,1009310
1009330,2263,Carex atrata L.,Trauer-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009330,1009320,1009330
1009340,696,Carex atrata L. subsp. atrata,Gewöhnliche Trauer-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009330,1009320,1009330
1009320,2263,Carex atrata aggr.,Trauer-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009320,1009320,1009320
1009350,696,Carex atrata subsp. aterrima (Hoppe) Hartm.,Grosse Trauer-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009330,1009320,1009330
1009360,2263,Carex atrofusca Schkuhr,Schwarzrote Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009360,1009360,1009360
1009370,2263,Carex austroalpina Bech.,Südalpen-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009370,1009370,1009370
1009380,2263,Carex baldensis L.,Monte Baldo-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009380,1009380,1009380
1009390,2263,Carex bicolor All.,Zweifarbige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009390,1009390,1009390
1009400,2263,Carex bohemica Schreb.,Böhmische Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009400,1009400,1009400
1009410,2263,Carex brachystachys Schrank,Kurzährige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009410,1009410,1009410
1009420,2263,Carex brevicollis DC.,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009420,1009420,1009420
1009430,2263,Carex brizoides L.,Zittergras-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009430,1009430,1009430
1009440,2263,Carex brunnescens (Pers.) Poir.,Bräunliche Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009440,1009440,1009440
1009450,696,Carex brunnescens (Pers.) Poir. subsp. brunnescens,Gewöhnliche Bräunliche Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009440,1009440,1009440
1009460,696,Carex brunnescens subsp. vitilis (Fr.) Kalela,Flecht-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009440,1009440,1009440
1009465,2263,Carex buekii Wimm.,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009465,1009465,1009465
1009470,2263,Carex buxbaumii Wahlenb.,Buxbaums Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009470,1009470,1009470
1009480,2263,Carex canescens L.,Graue Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009480,1009480,1009480
1009490,2263,Carex capillaris L.,Haarstielige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009490,1009490,1009490
1009500,2263,Carex capitata L.,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009500,1009500,1009500
1009510,2263,Carex caryophyllea Latourr.,Frühlings-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009510,1009510,1009510
1009520,2263,Carex cespitosa L.,Rasen-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009520,1009520,1009520
1009530,2263,Carex chordorrhiza L. f.,Schnurwurzel-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009530,1009530,1009530
1009540,2263,Carex curvula All.,Krumm-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009540,1009540,1009540
1009550,696,Carex curvula All. subsp. curvula,Gewöhnliche Krumm-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009540,1009540,1009540
1009560,696,Carex curvula subsp. rosae Gilomen,Rosas Krumm-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009540,1009540,1009540
1009570,2263,Carex davalliana Sm.,Davalls Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009570,1009570,1009570
1009580,2263,Carex demissa Hornem.,Aufsteigende Gelbe Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009580,1009770,1009580
1009590,2263,Carex depauperata With.,Armblütige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009590,1009590,1009590
1009600,2263,Carex diandra Schrank,Draht-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009600,1009600,1009600
1009610,2263,Carex digitata L.,Finger-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009610,1009610,1009610
1009620,2263,Carex dioica L.,Zweihäusige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009620,1009620,1009620
1009630,2263,Carex distans L.,Langgliederige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009630,1009630,1009630
1009640,2263,Carex disticha Huds.,Zweizeilige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009640,1009640,1009640
1009650,2263,Carex divisa Huds.,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009650,1009650,1009650
1009670,2263,Carex divulsa Stokes,Unterbrochenährige Stachel-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009670,1010060,1009670
1009680,2263,Carex echinata Murray,Igelfrüchtige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009680,1009680,1009680
1009690,2263,Carex elata All.,Steife Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009690,1009690,1009690
1009710,2263,Carex elongata L.,Langährige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009710,1009710,1009710
1009720,2263,Carex ericetorum Pollich,Heide-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009720,1009720,1009720
1009730,2263,Carex ferruginea Scop.,Rost-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009730,1009730,1009730
1009740,2263,Carex fimbriata Schkuhr,Fransen-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009740,1009740,1009740
1009750,2263,Carex firma Host,Polster-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009750,1009750,1009750
1009760,2263,Carex flacca Schreb.,Schlaffe Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009760,1009760,1009760
1009780,2263,Carex flava L.,Gewöhnliche Gelbe Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009780,1009770,1009780
1009770,2263,Carex flava aggr.,Gelbe Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009770,1009770,1009770
1010470,2263,Carex flava × hostiana,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1010470,1010470,1010470
1009790,2263,Carex foetida All.,Schneetälchen-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009790,1009790,1009790
1009800,2263,Carex frigida All.,Eis-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009800,1009800,1009800
1009810,2263,Carex fritschii Waisb.,Fritschs Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009810,1009810,1009810
1009820,2263,Carex fuliginosa Schkuhr,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009820,1009820,1009820
1075964,2263,Carex glacialis Mack.,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1075964,1075964,1075964
1009830,2263,Carex grayi Carey,Morgenstern-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009830,1009830,1009830
1009850,2263,Carex halleriana Asso,Hallers Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009850,1009850,1009850
1009860,2263,Carex hartmanii Cajander,Hartmans Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009860,1009860,1009860
1009870,2263,Carex heleonastes L. f.,Torf-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009870,1009870,1009870
1009880,2263,Carex hirta L.,Behaarte Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009880,1009880,1009880
1009890,2263,Carex hostiana DC.,Saum-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009890,1009890,1009890
1009900,2263,Carex humilis Leyss.,Niedrige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009900,1009900,1009900
1009910,2263,Carex juncella (Fr.) Th. Fr.,Binsenartige Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009910,1009910,1009910
1009920,2263,Carex lachenalii Schkuhr,Schneehuhn-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009920,1009920,1009920
1009930,2263,Carex laevigata Sm.,,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009930,1009930,1009930
1009940,2263,Carex lasiocarpa Ehrh.,Faden-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009940,1009940,1009940
1009950,2263,Carex leersii F. W. Schultz,Leers Stachel-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009950,1010060,1009950
1009960,2263,Carex lepidocarpa Tausch,Kleinfrüchtige Gelbe Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009960,1009770,1009960
1009970,2263,Carex leporina L.,Hasenpfoten-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009970,1009970,1009970
1009980,2263,Carex limosa L.,Schlamm-Segge,Carex,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,1009980,1009980,1009980
