# Based on  the Swiss vascular plant taxa Checklist 2017 (Juillerat et al. (2017); update 2023-05-03).
ID,Rank,Name,Common name,Genus,Family,Order,Class,Phylum,Species_level_ID,Aggregate_level_ID,COMECO_ID
1026870,696,Lilium bulbiferum L. subsp. bulbiferum,Bulbillentragende Feuerlilie,Lilium,Liliaceae,Liliales,Magnoliopsida,Tracheophyta,1026860,1026860,1026860
1026880,696,Lilium bulbiferum subsp. croceum (Chaix) Baker,Bulbillenlose Feuerlilie,Lilium,Liliaceae,Liliales,Magnoliopsida,Tracheophyta,1026860,1026860,1026860
1026890,2263,Lilium martagon L.,Türkenbund,Lilium,Liliaceae,Liliales,Magnoliopsida,Tracheophyta,1026890,1026890,1026890
1026900,2263,Limodorum abortivum (L.) Sw.,Dingel,Limodorum,Orchidaceae,Asparagales,Magnoliopsida,Tracheophyta,1026900,1026900,1026900
1026910,2263,Limosella aquatica L.,Schlammkraut,Limosella,Scrophulariaceae,Lamiales,Magnoliopsida,Tracheophyta,1026910,1026910,1026910
1026920,2263,Linaria alpina (L.) Mill.,Alpen-Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1026920,1026920,1026920
1026930,696,Linaria alpina (L.) Mill. subsp. alpina,Alpen-Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1026920,1026920,1026920
1026940,696,Linaria alpina subsp. petraea (Jord.) Rouy,Jura-Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1026920,1026920,1026920
1026950,2263,Linaria angustissima (Loisel.) Re,Italienisches Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1026950,1026950,1026950
1026960,2263,Linaria arvensis (L.) Desf.,Acker-Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1026960,1026960,1026960
1026970,2263,Linaria genistifolia (L.) Mill.,,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1026970,1026970,1026970
1026980,696,Linaria genistifolia (L.) Mill. subsp. genistifolia,,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1026970,1026970,1026970
1026990,696,Linaria genistifolia subsp. dalmatica (L.) Maire & Petitm.,Dalmatiner Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1026970,1026970,1026970
1027000,2263,Linaria maroccana Hook. f.,Marokkanisches Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1027000,1027000,1027000
1027010,2263,Linaria purpurea (L.) Mill.,Purpur-Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1027010,1027010,1027010
1027020,2263,Linaria repens (L.) Mill.,Gestreiftes Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1027020,1027020,1027020
1027030,2263,Linaria simplex (Willd.) DC.,Einfaches Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1027030,1027030,1027030
1027040,2263,Linaria supina (L.) Chaz.,Niederliegendes Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1027040,1027040,1027040
1027050,2263,Linaria tonzigii Lona,,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1027050,1027050,1027050
1027060,2263,Linaria vulgaris Mill.,Gemeines Leinkraut,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1027060,1027060,1027060
1027070,2263,Lindernia dubia (L.) Pennell,Grosses Büchsenkraut,Lindernia,Linderniaceae,Lamiales,Magnoliopsida,Tracheophyta,1027070,1027070,1027070
1027080,2263,Lindernia procumbens (Krock.) Borbás,Liegendes Büchsenkraut,Lindernia,Linderniaceae,Lamiales,Magnoliopsida,Tracheophyta,1027080,1027080,1027080
1027090,2263,Linnaea borealis L.,Moosglöckchen,Linnaea,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027090,1027090,1027090
1027100,2263,Linum alpinum Jacq.,Alpen-Lein,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027100,1027100,1027100
1027110,2263,Linum austriacum L.,Österreicher Lein,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027110,1027110,1027110
1027115,696,Linum austriacum L. subsp. austriacum,,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027110,1027110,1027110
1027120,2263,Linum bienne Mill.,Wild-Lein,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027120,1027120,1027120
1027130,2263,Linum catharticum L.,Purgier-Lein,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027130,1027130,1027130
1027131,697,Linum catharticum L. var. catharticum,,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027130,1027130,1027130
1027135,697,Linum catharticum var. subalpinum Hausskn.,,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027130,1027130,1027130
1027140,2263,Linum narbonense L.,Südfranzösischer Lein,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027140,1027140,1027140
1027150,2263,Linum tenuifolium L.,Feinblättriger Lein,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027150,1027150,1027150
1027160,2263,Linum trigynum L.,,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027160,1027160,1027160
1027170,2263,Linum usitatissimum L.,Flachs,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,1027170,1027170,1027170
1027180,2263,Liparis loeselii (L.) Rich.,Zwiebelorchis,Liparis,Orchidaceae,Asparagales,Magnoliopsida,Tracheophyta,1027180,1027180,1027180
1027190,2263,Liquidambar styraciflua L.,,Liquidambar,Altingiaceae,Saxifragales,Magnoliopsida,Tracheophyta,1027190,1027190,1027190
1027200,2263,Liriodendron tulipifera L.,,Liriodendron,Magnoliaceae,Magnoliales,Magnoliopsida,Tracheophyta,1027200,1027200,1027200
1027210,2263,Listera cordata (L.) R. Br.,Kleines Zweiblatt,Listera,Orchidaceae,Asparagales,Magnoliopsida,Tracheophyta,1027210,1027210,1027210
1027220,2263,Listera ovata (L.) R. Br.,Grosses Zweiblatt,Listera,Orchidaceae,Asparagales,Magnoliopsida,Tracheophyta,1027220,1027220,1027220
1027230,2263,Lithospermum officinale L.,Echter Steinsame,Lithospermum,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,1027230,1027230,1027230
1027240,2263,Littorella uniflora (L.) Asch.,Strandling,Littorella,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,1027240,1027240,1027240
1027250,2263,Lloydia serotina (L.) Rchb.,Faltenlilie,Lloydia,Liliaceae,Liliales,Magnoliopsida,Tracheophyta,1027250,1027250,1027250
1027260,2263,Lobelia erinus L.,Blaue Lobelie,Lobelia,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,1027260,1027260,1027260
1027280,2263,Lobularia maritima (L.) Desv.,Strandkresse,Lobularia,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1027280,1027280,1027280
1027290,2263,Loiseleuria procumbens (L.) Desv.,Alpenazalee,Loiseleuria,Ericaceae,Ericales,Magnoliopsida,Tracheophyta,1027290,1027290,1027290
1027300,2263,Lolium multiflorum Lam.,Italienisches Raygras,Lolium,Poaceae,Poales,Magnoliopsida,Tracheophyta,1027300,1027300,1027300
1027310,2263,Lolium perenne L.,Englisches Raygras,Lolium,Poaceae,Poales,Magnoliopsida,Tracheophyta,1027310,1027310,1027310
1027320,2263,Lolium remotum Schrank,Flachs-Lolch,Lolium,Poaceae,Poales,Magnoliopsida,Tracheophyta,1027320,1027320,1027320
1027330,2263,Lolium rigidum Gaudin,Steifer Lolch,Lolium,Poaceae,Poales,Magnoliopsida,Tracheophyta,1027330,1027330,1027330
1027340,2263,Lolium temulentum L.,Taumel-Lolch,Lolium,Poaceae,Poales,Magnoliopsida,Tracheophyta,1027340,1027340,1027340
1027301,2263,Lolium ×hybridum Hausskn.,,Lolium,,,,,1027301,1027301,1027301
1027350,2263,Lomatogonium carinthiacum (Wulfen) Rchb.,Kärntner Saumnarbe,Lomatogonium,Gentianaceae,Gentianales,Magnoliopsida,Tracheophyta,1027350,1027350,1027350
1027360,2263,Lomelosia graminifolia (L.) Greuter & Burdet,Grasblättrige Skabiose,Lomelosia,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027360,1027360,1027360
1027370,2263,Lonicera alpigena L.,Alpen-Heckenkirsche,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027370,1027370,1027370
1027380,2263,Lonicera caerulea L.,Blaue Heckenkirsche,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027380,1027380,1027380
1027390,2263,Lonicera caprifolium L.,Garten-Geissblatt,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027390,1027390,1027390
1027400,2263,Lonicera etrusca Santi,Etrusker Geissblatt,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027400,1027400,1027400
1027410,2263,Lonicera henryi Hemsl.,Henrys Geissblatt,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027410,1027410,1027410
1027420,2263,Lonicera japonica Thunb.,Japanisches Geissblatt,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027420,1027420,1027420
1027440,2263,Lonicera nigra L.,Schwarze Heckenkirsche,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027440,1027440,1027440
1027450,2263,Lonicera nitida E. H. Wilson,Immergrüne Heckenkirsche,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027450,1027450,1027450
1027460,2263,Lonicera periclymenum L.,Wald-Geissblatt,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027460,1027460,1027460
1027470,2263,Lonicera pileata Oliv.,Immergrüne Kriech-Heckenkirsche,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027470,1027470,1027470
1027480,2263,Lonicera tatarica L.,Tataren-Heckenkirsche,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027480,1027480,1027480
1027490,2263,Lonicera xylosteum L.,Rote Heckenkirsche,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,1027490,1027490,1027490
1027500,2263,Lotus alpinus (DC.) Ramond,Alpen-Hornklee,Lotus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027500,1027510,1027500
1027520,2263,Lotus corniculatus L.,Gewöhnlicher Hornklee,Lotus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027520,1027510,1027520
1027510,2263,Lotus corniculatus aggr.,Gemeiner Hornklee,Lotus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027510,1027510,1027510
1027540,2263,Lotus maritimus L.,Gelbe Spargelerbse,Lotus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027540,1027540,1027540
1027550,2263,Lotus pedunculatus Cav.,Sumpf-Hornklee,Lotus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027550,1027550,1027550
1027560,2263,Lotus tenuis Willd.,Schmalblättriger Hornklee,Lotus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027560,1027510,1027560
1027570,2263,Ludwigia grandiflora (Michx.) Greuter & Burdet,Grossblütiges Heusenkraut,Ludwigia,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,1027570,1027570,1027570
1027580,2263,Ludwigia palustris (L.) Elliott,Heusenkraut,Ludwigia,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,1027580,1027580,1027580
1027590,2263,Ludwigia peploides (Kunth) P. H. Raven,Flutendes Heusenkraut,Ludwigia,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,1027590,1027590,1027590
1027595,2263,Ludwigia ×kentiana E. J. Clement,Kents Heusenkraut,Ludwigia,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,1027595,1027595,1027595
1027600,2263,Lunaria annua L.,Garten-Mondviole,Lunaria,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1027600,1027600,1027600
1027610,2263,Lunaria rediviva L.,Wilde Mondviole,Lunaria,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1027610,1027610,1027610
1027620,2263,Lupinus albus L.,Weisse Lupine,Lupinus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027620,1027620,1027620
1027630,2263,Lupinus angustifolius L.,Schmalblättrige Lupine,Lupinus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027630,1027630,1027630
1027640,2263,Lupinus polyphyllus Lindl.,Vielblättrige Lupine,Lupinus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1027640,1027640,1027640
1027660,2263,Luzula alpina Hoppe,Alpen-Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027660,1027785,1027785
1027670,2263,Luzula alpinopilosa (Chaix) Breistr.,Braune Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027670,1027670,1027670
1027700,2263,Luzula campestris (L.) DC.,Feld-Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027700,1027700,1027700
1027710,2263,Luzula desvauxii Kunth,,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027710,1027710,1027710
1027720,2263,Luzula forsteri (Sm.) DC.,Forsters Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027720,1027720,1027720
1027730,2263,Luzula glabrata (Hoppe) Desv.,,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027730,1027730,1027730
1027740,2263,Luzula lutea (All.) DC.,Gelbe Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027740,1027740,1027740
1027750,2263,Luzula luzulina (Vill.) Dalla Torre & Sarnth.,Gelbliche Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027750,1027750,1027750
1027760,2263,Luzula luzuloides (Lam.) Dandy & Wilmott,Weissliche Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027760,1027760,1027760
1027770,696,Luzula luzuloides (Lam.) Dandy & Wilmott subsp. luzuloides,Gewöhnliche Weissliche Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027760,1027760,1027760
1027780,696,Luzula luzuloides subsp. rubella (Mert. & W. D. J. Koch) Holub,Kupfer-Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027760,1027760,1027760
1027790,2263,Luzula multiflora (Ehrh.) Lej.,Vielblütige Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027790,1027785,1027785
1027785,2263,Luzula multiflora aggr.,Vielblütige Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027785,1027785,1027785
1027820,2263,Luzula nivea (L.) DC.,Schneeweisse Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027820,1027820,1027820
1027830,2263,Luzula pediformis (Chaix) DC.,,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027830,1027830,1027830
1027840,2263,Luzula pilosa (L.) Willd.,Behaarte Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027840,1027840,1027840
1027850,2263,Luzula sieberi Tausch,Siebers Wald-Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027850,1027920,1027920
1027860,2263,Luzula spicata (L.) DC.,Ährige Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027860,1027860,1027860
1027870,696,Luzula spicata (L.) DC. subsp. spicata,Gewöhnliche Ährige Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027860,1027860,1027860
1027880,696,Luzula spicata subsp. mutabilis Chrtek & Křísa,Veränderliche Ährige Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027860,1027860,1027860
1027890,2263,Luzula sudetica (Willd.) Schult.,Gewöhnliche Sudeten-Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027890,1027785,1027785
1027910,2263,Luzula sylvatica (Huds.) Gaudin,Gewöhnliche Wald-Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027910,1027920,1027920
1027920,2263,Luzula sylvatica aggr.,Wald-Hainsimse,Luzula,Juncaceae,Poales,Magnoliopsida,Tracheophyta,1027920,1027920,1027920
1027930,2263,Lycium barbarum L.,Bocksdorn,Lycium,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,1027930,1027930,1027930
1027940,2263,Lycium chinense Mill.,,Lycium,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,1027940,1027940,1027940
1027950,2263,Lycopersicon esculentum Mill.,Tomate,Lycopersicon,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,1027950,1027950,1027950
1027960,2263,Lycopodiella inundata (L.) Holub,Moorbärlapp,Lycopodiella,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Tracheophyta,1027960,1027960,1027960
1027980,2263,Lycopodium annotinum L.,Wald-Bärlapp,Lycopodium,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Tracheophyta,1027980,1027980,1027980
1027990,2263,Lycopodium clavatum L.,Keulen-Bärlapp,Lycopodium,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Tracheophyta,1027990,1027990,1027990
1028000,696,Lycopodium clavatum L. subsp. clavatum,,Lycopodium,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Tracheophyta,1027990,1027990,1027990
1028010,696,Lycopodium clavatum subsp. monostachyon (Grev. & Hook.) Selander,,Lycopodium,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Tracheophyta,1027990,1027990,1027990
1028030,2263,Lycopus europaeus L.,Europäischer Wolfsfuss,Lycopus,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,1028030,1028030,1028030
1028060,2263,Lycopus exaltatus L. f.,,Lycopus,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,1028060,1028060,1028060
1028070,2263,Lysichiton americanus Hultén & H. St. John,Amerikanischer Stinktierkohl,Lysichiton,Araceae,Alismatales,Magnoliopsida,Tracheophyta,1028070,1028070,1028070
1028080,2263,Lysimachia nemorum L.,Hain-Gilbweiderich,Lysimachia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,1028080,1028080,1028080
1028090,2263,Lysimachia nummularia L.,Pfennigkraut,Lysimachia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,1028090,1028090,1028090
1028100,2263,Lysimachia punctata L.,Punktierter Gilbweiderich,Lysimachia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,1028100,1028100,1028100
1028110,2263,Lysimachia thyrsiflora L.,Strauss-Gilbweiderich,Lysimachia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,1028110,1028110,1028110
1028120,2263,Lysimachia vulgaris L.,Gemeiner Gilbweiderich,Lysimachia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,1028120,1028120,1028120
1028130,2263,Lythrum hyssopifolia L.,Ysopblättriger Weiderich,Lythrum,Lythraceae,Myrtales,Magnoliopsida,Tracheophyta,1028130,1028130,1028130
1028140,2263,Lythrum portula (L.) D. A. Webb,Sumpfquendel,Lythrum,Lythraceae,Myrtales,Magnoliopsida,Tracheophyta,1028140,1028140,1028140
1028150,2263,Lythrum salicaria L.,Blut-Weiderich,Lythrum,Lythraceae,Myrtales,Magnoliopsida,Tracheophyta,1028150,1028150,1028150
1028160,2263,Lythrum virgatum L.,Ruten-Weiderich,Lythrum,Lythraceae,Myrtales,Magnoliopsida,Tracheophyta,1028160,1028160,1028160
1028170,2263,Macleaya cordata (Willd.) R. Br.,Weisser Federmohn,Macleaya,Papaveraceae,Ranunculales,Magnoliopsida,Tracheophyta,1028170,1028170,1028170
1028180,2263,Macleaya microcarpa (Maxim.) Fedde,Kleinfrüchtiger Federmohn,Macleaya,Papaveraceae,Ranunculales,Magnoliopsida,Tracheophyta,1028180,1028180,1028180
1028190,2263,Magnolia grandiflora L.,,Magnolia,Magnoliaceae,Magnoliales,Magnoliopsida,Tracheophyta,1028190,1028190,1028190
1028200,2263,Mahonia aquifolium (Pursh) Nutt.,Mahonie,Mahonia,Berberidaceae,Ranunculales,Magnoliopsida,Tracheophyta,1028200,1028200,1028200
1028205,2263,Mahonia bealei (Fortune) Carrière,,Mahonia,Berberidaceae,Ranunculales,Magnoliopsida,Tracheophyta,1028205,1028205,1028205
1028210,2263,Maianthemum bifolium (L.) F. W. Schmidt,Zweiblättrige Schattenblume,Maianthemum,Asparagaceae,Asparagales,Magnoliopsida,Tracheophyta,1028210,1028210,1028210
1028220,2263,Malaxis monophyllos (L.) Sw.,Einblatt,Malaxis,Orchidaceae,Asparagales,Magnoliopsida,Tracheophyta,1028220,1028220,1028220
1028240,2263,Malcolmia maritima (L.) R. Br.,,Malcolmia,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1028240,1028240,1028240
1028260,2263,Malus pumila Mill.,Kultur-Apfelbaum,Malus,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,1028260,1028280,1028280
1028270,2263,Malus sylvestris (L.) Mill.,Holz-Apfelbaum,Malus,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,1028270,1028280,1028280
1028280,2263,Malus sylvestris aggr.,,Malus,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,1028280,1028280,1028280
1028290,2263,Malva alcea L.,Sigmarswurz,Malva,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,1028290,1028290,1028290
1028320,2263,Malva moschata L.,Bisam-Malve,Malva,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,1028320,1028320,1028320
1028330,2263,Malva neglecta Wallr.,Kleine Malve,Malva,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,1028330,1028330,1028330
1028340,2263,Malva nicaeensis All.,Nizza-Malve,Malva,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,1028340,1028340,1028340
1028350,2263,Malva parviflora L.,Kleinblütige Malve,Malva,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,1028350,1028350,1028350
1028360,2263,Malva pusilla Sm.,Nordische Malve,Malva,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,1028360,1028360,1028360
1028370,2263,Malva sylvestris L.,Wilde Malve,Malva,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,1028370,1028370,1028370
1028380,2263,Malva verticillata L.,Krause Malve,Malva,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,1028380,1028380,1028380
1028400,2263,Marrubium vulgare L.,Gemeiner Andorn,Marrubium,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,1028400,1028400,1028400
1028410,2263,Marsilea quadrifolia L.,Kleefarn,Marsilea,Marsileaceae,Salviniales,Polypodiopsida,Tracheophyta,1028410,1028410,1028410
1028420,2263,Matricaria chamomilla L.,Echte Kamille,Matricaria,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1028420,1028420,1028420
1028430,2263,Matricaria discoidea DC.,Strahlenlose Kamille,Matricaria,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,1028430,1028430,1028430
1028440,2263,Matteuccia struthiopteris (L.) Tod.,Straussfarn,Matteuccia,Onocleaceae,Polypodiales,Polypodiopsida,Tracheophyta,1028440,1028440,1028440
1028460,2263,Matthiola valesiaca Boiss.,Walliser Levkoje,Matthiola,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,1028460,1028460,1028460
1028470,2263,Mazus pumilus (Burm. f.) Steenis,Japanisches Lippenmäulchen,Mazus,Mazaceae,Lamiales,Magnoliopsida,Tracheophyta,1028470,1028470,1028470
1028480,2263,Meconopsis cambrica (L.) Vig.,Kambrischer Scheinmohn,Meconopsis,Papaveraceae,Ranunculales,Magnoliopsida,Tracheophyta,1028480,1028480,1028480
1028490,2263,Medicago arabica (L.) Huds.,Arabischer Schneckenklee,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028490,1028490,1028490
1028500,2263,Medicago carstiensis Wulfen,,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028500,1028500,1028500
1028510,2263,Medicago falcata L.,Gelbe Luzerne,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028510,1028510,1028510
1028530,2263,Medicago lupulina L.,Hopfenklee,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028530,1028530,1028530
1028540,2263,Medicago minima (L.) L.,Zwerg-Schneckenklee,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028540,1028540,1028540
1028550,2263,Medicago orbicularis (L.) Bartal.,Scheiben-Schneckenklee,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028550,1028550,1028550
1028560,2263,Medicago polymorpha L.,Stacheliger Schneckenklee,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028560,1028560,1028560
1028570,2263,Medicago prostrata Jacq.,,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028570,1028570,1028570
1028580,2263,Medicago rigidula (L.) All.,Samt-Schneckenklee,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028580,1028580,1028580
1028590,2263,Medicago sativa L.,Saat-Luzerne,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028590,1028590,1028590
1028600,2263,Medicago ×varia Martyn,Verschiedenfarbige Luzerne,Medicago,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028600,1028600,1028600
1028610,2263,Melampyrum arvense L.,Acker-Wachtelweizen,Melampyrum,Orobanchaceae,Lamiales,Magnoliopsida,Tracheophyta,1028610,1028610,1028610
1028620,2263,Melampyrum cristatum L.,Kamm-Wachtelweizen,Melampyrum,Orobanchaceae,Lamiales,Magnoliopsida,Tracheophyta,1028620,1028620,1028620
1028630,2263,Melampyrum nemorosum L.,Hain-Wachtelweizen,Melampyrum,Orobanchaceae,Lamiales,Magnoliopsida,Tracheophyta,1028630,1028630,1028630
1028640,2263,Melampyrum pratense L.,Wiesen-Wachtelweizen,Melampyrum,Orobanchaceae,Lamiales,Magnoliopsida,Tracheophyta,1028640,1028640,1028640
1028660,2263,Melampyrum sylvaticum L.,Wald-Wachtelweizen,Melampyrum,Orobanchaceae,Lamiales,Magnoliopsida,Tracheophyta,1028660,1028660,1028660
1028680,2263,Melica ciliata L.,Wimper-Perlgras,Melica,Poaceae,Poales,Magnoliopsida,Tracheophyta,1028680,1028680,1028680
1028685,696,Melica ciliata L. subsp. ciliata,,Melica,Poaceae,Poales,Magnoliopsida,Tracheophyta,1028680,1028680,1028680
1028690,2263,Melica nutans L.,Nickendes Perlgras,Melica,Poaceae,Poales,Magnoliopsida,Tracheophyta,1028690,1028690,1028690
1028700,2263,Melica transsilvanica Schur,Siebenbürgisches Perlgras,Melica,Poaceae,Poales,Magnoliopsida,Tracheophyta,1028700,1028700,1028700
1028710,2263,Melica uniflora Retz.,Einblütiges Perlgras,Melica,Poaceae,Poales,Magnoliopsida,Tracheophyta,1028710,1028710,1028710
1028720,2263,Melilotus albus Medik.,Weisser Honigklee,Melilotus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,1028720,1028720,1028720
